Id,SalePrice,Mo Sold,Yr Sold,Overall Qual,Overall Cond,Gr Liv Area,Garage Area,Garage Cars,Total Bsmt SF,1st Flr SF,Year Built,Year Remod/Add,Mas Vnr Area,Full Bath,Garage Yr Blt,Bedroom AbvGr,Mas Vnr Area,TotRms AbvGrd,Fireplaces,BsmtFin SF 1,BsmtFin SF 2,Bsmt Unf SF,Lot Frontage,Open Porch SF,Wood Deck SF,Fence,Pool Area,MS Zoning,Alley,Central Air,Low Qual Fin SF,Exter Qual,Exter Cond,Bsmt Qual,BsmtFin Type 1,BsmtFin Type 2,Heating QC,Kitchen Qual,Fireplace Qu,fine_neighbour,fine_garage_type,mv,garage_finish,zone1,zone2,Grvl,Pave,VinylSd1,VinylSd2,Pconc,reg_lot,np_bsmt_expo,sale_new,bsmtscore,garagescore
1697,395000,7,2007,8,5,1973,895.0,3.0,1935.0,1973,2006,2006,375.0,2,2006.0,3,375.0,9,1,0.0,0.0,1935.0,110.0,45,315,0,0,RL,0,0,0,4,3,4,0.5,0.5,4,4,4,1,1,1,1,1,0,0,0,1,1,1,1,0,1,967.5,895.0
2365,105500,12,2006,6,5,1092,440.0,2.0,525.0,525,1973,1973,514.0,1,1973.0,3,514.0,6,0,0.0,0.0,525.0,24.0,0,0,0,0,RM,0,0,0,3,3,3,0.5,0.5,3,3,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,262.5,220.0
310,254900,5,2010,8,5,1916,741.0,3.0,1049.0,1036,1998,1999,0.0,2,1998.0,3,0.0,8,1,615.0,0.0,434.0,85.0,70,0,0,0,RL,0,0,0,4,3,4,5.0,0.5,5,4,3,0,1,0,0,1,0,0,0,1,1,1,1,1,0,3292.0,370.5
1961,102000,11,2007,5,3,1238,357.0,1.0,864.0,1238,1950,1950,0.0,1,1950.0,3,0.0,6,1,432.0,0.0,432.0,60.0,171,0,0,0,RL,0,0,0,3,3,3,1.0,0.5,2,3,3,0,1,0,0,1,0,0,0,0,0,0,1,1,0,648.0,178.5
849,230000,6,2009,7,5,1840,622.0,2.0,944.0,944,2001,2001,0.0,2,2001.0,3,0.0,6,0,666.0,0.0,278.0,79.0,45,0,0,0,RL,0,0,0,4,3,4,5.0,0.5,5,4,0,0,1,0,0,1,0,0,0,1,1,1,1,1,0,3469.0,466.5
2018,137500,5,2007,5,8,1513,180.0,1.0,939.0,939,1920,2004,0.0,1,1933.0,4,0.0,8,0,0.0,0.0,939.0,51.0,0,24,0,0,RM,0,0,0,3,3,3,0.5,0.5,5,3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,469.5,90.0
1328,138000,7,2008,5,7,1143,288.0,1.0,1008.0,1143,1928,1983,0.0,1,1992.0,2,0.0,5,1,406.0,273.0,329.0,55.0,0,265,1,0,RL,0,0,0,4,4,3,1.0,3.0,3,3,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1389.5,144.0
801,156500,9,2009,6,5,1338,576.0,2.0,520.0,1338,1983,1983,100.0,1,1983.0,2,100.0,5,1,70.0,450.0,0.0,66.0,0,0,0,0,RL,0,0,0,4,3,4,2.0,5.0,4,4,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2390.0,288.0
400,124500,7,2009,4,7,864,463.0,2.0,864.0,864,1970,1970,0.0,1,1994.0,3,0.0,5,0,191.0,0.0,673.0,70.0,0,0,0,0,RL,0,0,0,3,4,3,4.0,0.5,5,3,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1100.5,231.5
1650,190000,11,2007,7,6,1969,534.0,2.0,808.0,1161,1977,1977,0.0,2,1977.0,3,0.0,8,1,0.0,0.0,808.0,92.0,0,0,0,0,RL,0,0,0,3,3,4,0.5,0.5,3,3,4,0,1,0,0,1,0,0,0,0,0,0,1,1,0,404.0,400.5
1084,159895,3,2008,7,5,1266,388.0,2.0,1266.0,1266,2007,2007,16.0,2,2007.0,2,16.0,6,1,0.0,0.0,1266.0,43.0,16,100,0,0,RL,0,0,0,4,3,4,0.5,0.5,5,4,4,0,1,1,1,1,0,0,0,1,1,1,1,0,0,633.0,388.0
1522,189000,5,2008,5,6,2601,621.0,2.0,612.0,990,1921,1998,0.0,3,1998.0,4,0.0,8,0,0.0,0.0,612.0,51.0,0,183,0,0,RL,0,0,0,3,3,3,0.5,0.5,5,3,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,306.0,465.75
2496,124000,4,2006,5,6,912,0.0,0.0,912.0,912,1964,1964,0.0,1,0.0,3,0.0,6,0,644.0,0.0,268.0,0.0,0,0,1,0,RL,0,1,0,3,3,3,4.0,0.5,3,3,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2710.0,0.0
220,121500,5,2010,5,6,1392,528.0,2.0,1392.0,1392,1957,1996,180.0,1,1957.0,3,180.0,5,1,1302.0,0.0,90.0,0.0,0,0,0,0,RL,0,0,0,3,3,4,4.0,0.5,3,3,4,0,0,1,0,1,0,0,0,0,0,0,0,1,0,5253.0,264.0
1254,146000,1,2008,5,5,1824,484.0,2.0,1824.0,1824,1957,1957,0.0,2,1958.0,5,0.0,9,0,0.0,0.0,1824.0,76.0,0,0,0,0,RL,0,0,0,3,3,3,0.5,0.5,2,3,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,912.0,242.0
1443,235000,5,2008,7,5,1823,626.0,2.0,928.0,928,2000,2001,0.0,2,2000.0,3,0.0,6,0,663.0,0.0,265.0,75.0,36,192,0,0,RL,0,0,0,4,3,4,5.0,0.5,5,4,0,0,1,0,0,1,0,0,0,1,1,1,0,1,0,3447.5,469.5
2885,300000,12,2006,8,5,1646,525.0,2.0,1594.0,1646,2004,2005,186.0,2,2004.0,2,186.0,5,1,1564.0,0.0,30.0,44.0,53,128,0,0,RM,0,0,0,4,3,5,5.0,0.5,5,4,4,0,1,1,1,0,1,0,0,1,0,1,0,0,0,7835.0,525.0
2920,90500,6,2006,4,7,1092,0.0,0.0,546.0,546,1970,1970,0.0,1,0.0,3,0.0,5,0,0.0,0.0,546.0,21.0,0,0,0,0,RM,0,0,0,3,3,3,0.5,0.5,4,3,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,273.0,0.0
1197,142600,11,2008,5,5,1728,576.0,2.0,1728.0,1728,1965,1965,108.0,2,1987.0,6,108.0,10,0,231.0,0.0,1497.0,74.0,0,0,0,0,RL,0,0,0,3,3,3,1.0,0.5,3,3,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,979.5,288.0
848,227000,3,2009,7,5,1573,544.0,2.0,1573.0,1573,2002,2002,110.0,2,2002.0,3,110.0,6,0,788.0,0.0,785.0,67.0,72,0,0,0,RL,0,0,0,4,3,4,5.0,0.5,5,4,0,0,1,1,0,1,0,0,0,1,1,1,0,1,0,4332.5,408.0
926,205000,7,2009,7,6,2480,400.0,2.0,920.0,1240,1940,1950,0.0,2,1940.0,5,0.0,13,2,246.0,0.0,674.0,0.0,0,0,0,0,RL,0,0,0,3,3,3,1.0,0.5,5,3,4,0,0,0,0,1,0,0,0,0,0,0,0,1,0,583.0,200.0
2158,246900,1,2007,8,5,1341,482.0,2.0,1341.0,1341,1999,2000,158.0,1,1999.0,1,158.0,5,1,915.0,0.0,426.0,73.0,84,240,0,0,RL,0,0,0,4,3,4,5.0,0.5,5,4,3,0,1,1,0,1,0,0,0,1,1,1,0,0,0,4788.0,361.5
1555,89000,7,2008,4,7,1361,185.0,1.0,173.0,825,1895,1950,0.0,1,1895.0,2,0.0,6,0,0.0,0.0,173.0,60.0,123,0,0,0,C (all),0,1,0,3,3,1,0.5,0.5,5,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,86.5,92.5
278,64000,6,2010,4,5,1120,480.0,2.0,744.0,792,1948,1950,0.0,1,1956.0,2,0.0,5,0,0.0,0.0,744.0,89.0,0,0,0,0,RL,0,1,0,3,3,3,0.5,0.5,5,2,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,372.0,240.0
2522,170000,7,2006,8,5,1226,484.0,2.0,1226.0,1226,1978,1978,0.0,1,1978.0,1,0.0,4,1,652.0,526.0,48.0,40.0,60,133,0,0,RL,0,0,0,4,3,4,5.0,2.0,3,4,3,0,1,0,1,1,0,0,0,0,0,0,0,0,0,4336.0,484.0
434,582933,1,2009,9,5,2822,1020.0,3.0,1734.0,1734,2008,2009,424.0,3,2009.0,4,424.0,12,1,0.0,0.0,1734.0,107.0,170,52,0,0,RL,0,0,0,5,3,5,0.5,0.5,5,5,4,1,1,1,0,1,0,0,0,1,1,1,1,0,1,867.0,765.0
2683,110500,7,2006,6,6,1103,440.0,2.0,1103.0,1103,1925,1980,0.0,1,1976.0,2,0.0,5,1,397.0,0.0,706.0,50.0,120,166,1,0,RM,0,0,0,3,4,3,3.0,0.5,4,4,4,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1544.0,220.0
2173,110000,6,2007,6,6,1179,622.0,2.0,1179.0,1179,1960,1960,198.0,1,1960.0,2,198.0,5,0,0.0,0.0,1179.0,80.0,0,0,1,0,RL,0,0,0,3,3,3,0.5,0.5,4,3,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,589.5,622.0
894,118000,6,2009,5,9,698,0.0,0.0,698.0,698,1947,2008,0.0,1,0.0,2,0.0,4,0,0.0,0.0,698.0,50.0,200,0,0,0,RL,0,0,0,3,5,3,0.5,0.5,5,3,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,349.0,0.0
1066,284000,8,2008,7,5,2046,871.0,3.0,998.0,1006,2003,2004,292.0,2,2003.0,3,292.0,8,1,866.0,0.0,132.0,85.0,62,320,0,0,RL,0,0,0,4,3,4,5.0,0.5,5,4,4,1,1,1,0,1,0,0,0,1,1,1,1,1,0,4396.0,653.25
1261,171000,3,2008,6,6,1716,490.0,2.0,858.0,858,1962,1962,318.0,1,1962.0,4,318.0,8,1,319.0,0.0,539.0,70.0,84,0,0,0,RL,0,0,0,3,3,3,2.0,0.5,5,3,4,0,1,1,1,1,0,0,0,0,0,0,0,1,0,907.5,490.0
537,193000,1,2009,7,5,1812,478.0,2.0,835.0,871,2004,2004,0.0,2,2004.0,3,0.0,8,0,0.0,0.0,835.0,96.0,91,146,0,0,RL,0,0,0,4,3,4,0.5,0.5,5,4,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,417.5,358.5
2301,135000,6,2007,5,6,1178,502.0,2.0,1090.0,1178,1976,2003,0.0,1,1976.0,3,0.0,6,0,1090.0,0.0,0.0,0.0,44,0,1,0,RL,0,0,0,3,3,4,1.0,0.5,3,3,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1090.0,251.0
2854,167000,9,2006,7,8,1636,288.0,1.0,818.0,818,1919,1950,0.0,1,1919.0,4,0.0,7,1,0.0,0.0,818.0,54.0,0,0,0,0,RL,0,0,0,3,3,3,0.5,0.5,3,4,4,0,0,0,0,1,0,0,0,0,0,0,1,0,0,409.0,144.0
2649,105000,8,2006,4,5,864,528.0,1.0,576.0,864,1950,1950,0.0,1,1952.0,2,0.0,5,0,0.0,0.0,576.0,60.0,0,0,0,0,RM,Grvl,0,0,3,3,3,0.5,0.5,5,3,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,288.0,396.0
2776,214000,8,2006,7,5,1588,472.0,2.0,1588.0,1588,1999,1999,183.0,2,1999.0,3,183.0,6,0,1162.0,0.0,426.0,78.0,29,158,0,0,RL,0,0,0,4,3,4,4.0,0.5,5,4,0,0,1,1,0,1,0,0,0,1,1,1,0,0,0,4861.0,354.0
2403,279000,2,2006,8,5,1914,746.0,3.0,1420.0,1426,2004,2004,112.0,2,2004.0,3,112.0,9,1,994.0,0.0,426.0,0.0,127,168,0,0,RL,0,0,0,4,3,4,5.0,0.5,5,4,3,1,1,1,0,1,0,0,0,1,1,1,0,1,0,5183.0,559.5
2355,184500,6,2006,6,6,1875,485.0,2.0,675.0,1109,1975,2000,248.0,3,1975.0,3,248.0,8,1,548.0,0.0,127.0,81.0,28,48,0,0,RL,0,0,0,3,3,3,4.0,0.5,3,4,3,0,1,1,0,1,0,0,0,0,0,0,1,1,0,2255.5,363.75
1983,120000,6,2007,3,7,1183,308.0,1.0,649.0,679,1948,2002,0.0,1,1981.0,2,0.0,6,0,331.0,0.0,318.0,50.0,176,0,0,0,RM,0,0,0,3,4,3,4.0,0.5,5,3,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1483.0,154.0
547,171500,11,2009,6,6,1730,528.0,2.0,816.0,833,1992,1992,0.0,2,1992.0,3,0.0,6,0,52.0,364.0,400.0,70.0,91,0,0,0,RL,0,0,0,4,4,4,5.0,2.0,5,4,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,1188.0,396.0
1842,164700,6,2007,7,5,1250,528.0,2.0,625.0,625,2006,2007,0.0,2,2006.0,2,0.0,5,0,0.0,0.0,625.0,35.0,54,0,0,0,FV,Pave,0,0,4,3,4,0.5,0.5,5,4,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,312.5,396.0
2748,209000,11,2006,6,4,2559,506.0,2.0,868.0,1313,1989,1989,232.0,2,1989.0,4,232.0,9,1,549.0,0.0,319.0,88.0,245,0,1,0,RL,0,0,0,4,3,4,4.0,0.5,5,5,3,0,1,1,0,1,0,0,0,0,0,0,0,1,0,2355.5,379.5
2425,225000,9,2006,7,5,1548,388.0,2.0,1365.0,1548,2004,2004,18.0,2,2004.0,2,18.0,7,1,1059.0,0.0,306.0,0.0,20,143,0,0,RM,0,0,0,4,3,4,5.0,0.5,5,4,3,0,1,1,1,0,1,0,0,1,1,1,1,1,0,5448.0,388.0
2837,81000,5,2006,5,3,1184,0.0,0.0,658.0,658,1910,1996,0.0,1,0.0,5,0.0,8,0,0.0,0.0,658.0,58.0,151,0,0,0,RL,0,0,0,3,2,3,0.5,0.5,3,3,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,329.0,0.0
2456,336820,9,2006,8,5,1670,928.0,3.0,1670.0,1670,2006,2006,0.0,2,2006.0,2,0.0,6,1,1562.0,0.0,108.0,49.0,240,0,0,0,RL,0,0,0,4,3,5,5.0,0.5,5,4,4,0,1,0,0,1,0,0,0,1,1,1,0,1,1,7864.0,696.0
2114,277000,4,2007,7,5,2062,454.0,2.0,1157.0,1180,1988,1989,128.0,2,1988.0,3,128.0,7,1,1065.0,0.0,92.0,0.0,55,60,0,0,RL,0,0,0,4,3,4,5.0,0.5,5,3,4,0,1,1,1,1,0,0,0,0,0,0,0,0,0,5371.0,454.0
1890,117600,1,2007,5,7,894,312.0,1.0,894.0,894,1960,1960,0.0,1,1965.0,3,0.0,5,0,0.0,0.0,894.0,70.0,0,0,0,0,RL,0,0,0,3,3,3,0.5,0.5,3,3,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,447.0,156.0
621,140000,9,2009,6,8,1668,271.0,1.0,856.0,1112,1950,2005,0.0,1,1950.0,3,0.0,6,0,120.0,0.0,736.0,80.0,0,0,1,0,RL,0,0,0,3,4,3,3.0,0.5,5,3,0,0,1,0,0,1,0,0,0,1,1,0,1,1,0,728.0,135.5
1427,395039,12,2008,9,5,1766,874.0,3.0,1751.0,1766,2008,2008,402.0,2,2008.0,3,402.0,8,2,1153.0,0.0,598.0,91.0,36,216,0,0,RL,0,0,0,5,3,5,5.0,0.5,5,5,4,0,1,1,1,1,0,0,0,1,1,1,1,0,1,6064.0,874.0
1728,181755,5,2007,6,5,1496,572.0,2.0,768.0,768,2007,2007,0.0,3,2007.0,3,0.0,7,0,0.0,0.0,768.0,59.0,0,100,0,0,RL,0,0,0,4,3,4,0.5,0.5,5,4,0,0,1,0,0,1,0,0,0,1,1,0,0,1,1,384.0,286.0
2472,186800,10,2006,7,5,1400,612.0,2.0,1400.0,1400,2005,2006,118.0,2,2005.0,3,118.0,6,0,0.0,0.0,1400.0,91.0,55,144,0,0,RL,0,0,0,4,3,4,0.5,0.5,5,4,0,0,1,1,0,1,0,0,0,1,1,1,0,0,1,700.0,459.0
610,177500,6,2009,5,6,2140,549.0,2.0,744.0,825,1965,1965,0.0,2,1965.0,4,0.0,7,1,388.0,0.0,356.0,0.0,40,0,1,0,RL,0,0,0,3,4,3,4.0,0.5,3,3,3,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1730.0,549.0
1950,64500,8,2007,4,6,968,216.0,1.0,656.0,968,1927,2007,0.0,2,1928.0,4,0.0,5,0,0.0,0.0,656.0,60.0,0,0,0,0,RL,Grvl,0,0,3,3,3,0.5,0.5,3,3,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,328.0,108.0
94,260000,3,2010,7,5,1488,506.0,2.0,1488.0,1488,2004,2005,0.0,2,2004.0,2,0.0,6,1,1298.0,0.0,190.0,25.0,50,168,0,0,FV,0,0,0,4,3,5,5.0,0.5,5,4,4,0,1,0,1,1,0,0,0,0,0,1,0,0,0,6585.0,506.0
1745,185485,8,2007,7,5,1266,388.0,2.0,1266.0,1266,2007,2007,16.0,2,2007.0,2,16.0,6,1,0.0,0.0,1266.0,53.0,16,100,0,0,RL,0,0,0,4,3,4,0.5,0.5,5,4,4,0,1,1,1,1,0,0,0,1,1,1,1,0,1,633.0,388.0
744,105000,11,2009,5,7,875,180.0,1.0,715.0,875,1931,1993,0.0,1,1931.0,2,0.0,5,0,209.0,0.0,506.0,51.0,0,48,0,0,RM,0,0,0,3,3,3,3.0,0.5,3,3,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,880.0,90.0
1859,187000,8,2007,6,7,1855,512.0,2.0,528.0,1094,1976,1994,360.0,2,1976.0,3,360.0,7,1,0.0,0.0,528.0,80.0,100,113,0,0,RL,0,0,0,4,4,3,0.5,0.5,5,3,3,0,1,1,0,1,0,0,0,0,0,0,1,1,0,264.0,384.0
2343,202500,5,2006,7,7,1621,440.0,2.0,1208.0,1621,1984,1998,0.0,2,1984.0,3,0.0,8,0,213.0,0.0,995.0,91.0,45,108,0,0,RL,0,0,0,4,3,4,4.0,0.5,5,4,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1349.5,330.0
1713,245700,5,2007,7,5,1614,878.0,3.0,1614.0,1614,2005,2006,210.0,2,2005.0,3,210.0,7,0,1178.0,0.0,436.0,70.0,38,100,0,0,RL,0,0,0,4,3,4,5.0,0.5,5,4,0,1,1,1,0,1,0,0,0,1,1,1,0,0,0,6108.0,658.5
1816,128000,7,2007,6,5,1266,283.0,1.0,630.0,630,1980,1980,0.0,1,1980.0,2,0.0,5,2,0.0,0.0,630.0,50.0,0,340,1,0,RL,0,0,0,3,3,3,0.5,0.5,5,3,3,0,1,0,0,1,0,0,0,0,0,0,1,1,0,315.0,212.25
2390,275500,3,2006,8,5,2098,878.0,3.0,1030.0,1038,2005,2005,178.0,2,2005.0,3,178.0,8,1,0.0,0.0,1030.0,80.0,52,192,0,0,RL,0,0,0,4,3,4,0.5,0.5,4,5,4,1,1,1,0,1,0,0,0,1,1,1,1,0,0,515.0,658.5
364,225000,5,2009,7,5,1983,490.0,2.0,978.0,1005,1999,1999,344.0,2,1999.0,3,344.0,9,1,694.0,0.0,284.0,0.0,0,0,0,0,RL,0,0,0,4,3,4,5.0,0.5,5,4,3,0,1,0,1,1,0,0,0,1,1,1,0,1,0,3612.0,490.0
684,138000,7,2009,5,5,1183,288.0,1.0,528.0,1183,1959,1959,0.0,1,1959.0,3,0.0,6,0,433.0,95.0,0.0,80.0,0,0,1,0,RL,0,0,0,3,3,4,5.0,2.0,3,3,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,2355.0,216.0
32,88000,3,2010,6,5,1092,264.0,1.0,525.0,525,1971,1971,381.0,1,1971.0,3,381.0,6,0,0.0,0.0,525.0,21.0,0,0,0,0,RM,0,0,0,3,3,3,0.5,0.5,3,3,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,262.5,132.0
1698,380000,3,2007,9,5,2643,694.0,3.0,2153.0,2069,2006,2006,772.0,2,2006.0,3,772.0,9,1,0.0,0.0,2153.0,105.0,84,414,0,0,RL,0,0,0,5,3,4,0.5,0.5,5,5,4,1,1,1,1,1,0,0,0,1,1,1,1,0,0,1076.5,694.0
1129,256000,6,2008,8,5,1660,660.0,3.0,1660.0,1660,2007,2007,292.0,2,2007.0,3,292.0,7,1,0.0,0.0,1660.0,85.0,120,133,0,0,FV,0,0,0,4,3,4,0.5,0.5,5,4,4,0,1,1,1,1,0,0,0,1,1,1,1,0,0,830.0,660.0
165,134800,5,2010,5,7,900,576.0,2.0,900.0,900,1951,2000,0.0,1,2005.0,3,0.0,5,0,234.0,486.0,180.0,60.0,32,222,0,0,RL,0,0,0,3,3,3,3.0,2.0,3,4,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1764.0,288.0
935,121000,7,2009,6,6,1229,462.0,2.0,561.0,561,1980,1980,0.0,1,1980.0,2,0.0,5,1,0.0,0.0,561.0,24.0,0,154,1,0,RM,0,0,0,3,3,4,0.5,0.5,3,3,3,0,1,0,1,0,1,0,0,0,0,0,1,1,0,280.5,462.0
1802,227875,8,2007,7,6,1761,578.0,2.0,874.0,874,2007,2007,0.0,3,2007.0,3,0.0,7,0,0.0,0.0,874.0,84.0,105,144,0,0,FV,0,0,0,4,3,4,0.5,0.5,5,4,0,0,1,0,1,1,0,0,0,1,1,1,1,1,1,437.0,578.0
250,245350,2,2010,8,5,1694,776.0,3.0,1694.0,1694,2008,2008,72.0,2,2008.0,3,72.0,7,0,0.0,0.0,1694.0,64.0,33,160,0,0,RL,0,0,0,4,3,4,0.5,0.5,5,4,0,0,1,1,0,1,0,0,0,1,1,1,0,0,0,847.0,582.0
2668,93500,12,2006,5,7,1248,0.0,0.0,624.0,624,1920,1950,0.0,2,0.0,2,0.0,8,0,0.0,0.0,624.0,33.0,130,0,0,0,RM,0,1,0,3,3,3,0.5,0.5,4,3,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,312.0,0.0
236,83000,5,2010,5,5,835,366.0,1.0,458.0,835,1920,1950,0.0,1,1920.0,2,0.0,5,0,108.0,0.0,350.0,85.0,0,0,0,0,RL,0,1,0,3,3,3,4.0,0.5,2,3,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,607.0,183.0
2117,240000,6,2007,6,5,1953,501.0,2.0,1580.0,1079,1992,1992,0.0,2,1992.0,3,0.0,9,2,985.0,0.0,595.0,0.0,231,216,0,0,RL,0,0,0,4,3,4,5.0,0.5,5,4,2,0,1,0,1,1,0,0,0,0,0,1,0,0,0,5222.5,501.0
2029,113000,9,2007,5,4,1173,240.0,1.0,592.0,933,1901,1950,0.0,2,1920.0,3,0.0,7,0,0.0,0.0,592.0,40.0,25,0,1,0,RM,Grvl,1,0,3,3,3,0.5,0.5,3,3,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,296.0,120.0
636,155000,6,2009,6,7,1215,297.0,1.0,1215.0,1215,1958,1998,176.0,1,1958.0,3,176.0,6,0,585.0,0.0,630.0,66.0,0,0,0,0,RL,0,0,0,3,3,3,2.0,0.5,3,3,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1485.0,148.5
1155,142000,5,2008,6,8,912,288.0,1.0,912.0,912,1961,1996,0.0,1,1962.0,3,0.0,5,0,832.0,0.0,80.0,65.0,0,168,1,0,RL,0,0,0,3,4,3,5.0,0.5,4,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4200.0,144.0
739,119000,1,2009,6,7,904,180.0,1.0,884.0,904,1926,2004,0.0,1,1926.0,2,0.0,4,0,0.0,0.0,884.0,50.0,0,0,0,0,RM,0,0,0,4,3,3,0.5,0.5,4,3,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,442.0,90.0
1608,160000,7,2008,6,7,1750,423.0,1.0,983.0,983,1940,1985,0.0,2,1989.0,4,0.0,7,0,660.0,0.0,323.0,75.0,0,245,0,0,RL,0,0,0,3,3,4,4.0,0.5,5,3,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,2801.5,211.5
1087,193000,4,2008,6,5,1593,398.0,2.0,839.0,864,2004,2004,0.0,2,2004.0,3,0.0,8,1,759.0,0.0,80.0,62.0,75,100,0,0,RL,0,0,0,3,3,3,5.0,0.5,5,3,3,0,1,0,1,1,0,0,0,1,1,1,0,1,0,3835.0,398.0
1774,263000,9,2007,8,5,2202,517.0,2.0,1105.0,1105,1992,1993,309.0,2,1992.0,4,309.0,9,1,335.0,0.0,770.0,88.0,65,0,0,0,RL,0,0,0,4,3,5,5.0,0.5,5,4,3,1,1,1,0,1,0,0,0,1,1,1,1,1,0,2060.0,387.75
2816,164990,7,2006,7,5,1310,400.0,2.0,1310.0,1310,2005,2005,0.0,2,2005.0,3,0.0,6,1,24.0,0.0,1286.0,65.0,0,0,0,0,RL,0,0,0,4,3,4,5.0,0.5,5,4,4,0,1,0,1,1,0,0,0,1,1,1,0,0,1,763.0,400.0
2194,119000,10,2007,4,6,948,280.0,1.0,948.0,948,1954,1954,0.0,1,1956.0,3,0.0,5,1,732.0,0.0,216.0,60.0,36,0,0,0,RL,0,0,0,3,3,3,2.0,0.5,5,3,3,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1572.0,140.0
523,238500,6,2009,8,5,1448,692.0,2.0,1372.0,1448,2006,2007,238.0,2,2006.0,2,238.0,6,1,24.0,0.0,1348.0,75.0,140,0,0,0,FV,0,0,0,4,3,4,5.0,0.5,5,4,4,0,1,1,0,1,0,0,0,1,1,1,1,1,0,794.0,519.0
2767,280000,12,2006,7,5,1533,576.0,2.0,1533.0,1533,1975,1975,0.0,2,1975.0,2,0.0,5,2,655.0,0.0,878.0,62.0,54,200,0,0,RL,0,0,0,3,3,4,4.0,0.5,3,4,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,3059.0,288.0
1837,193800,2,2007,8,5,1565,476.0,2.0,1511.0,1565,2006,2007,36.0,2,2006.0,2,36.0,5,0,60.0,0.0,1451.0,32.0,120,0,0,0,FV,Pave,0,0,4,3,4,5.0,0.5,5,4,0,0,1,1,1,1,0,0,1,1,1,1,0,1,1,1025.5,476.0
2284,129900,6,2007,5,7,1060,572.0,2.0,1040.0,1060,1976,1976,0.0,1,1976.0,3,0.0,6,1,840.0,0.0,200.0,44.0,110,100,0,0,RM,0,0,0,3,3,4,5.0,0.5,3,3,3,0,1,0,0,0,1,0,0,1,0,1,1,1,0,4300.0,286.0
1434,145000,2,2008,5,5,990,672.0,2.0,990.0,990,1994,1995,0.0,1,1996.0,3,0.0,5,0,686.0,0.0,304.0,57.0,0,0,0,0,RL,0,0,0,3,3,4,5.0,0.5,5,3,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,3582.0,336.0
2794,275000,8,2006,8,5,1787,748.0,3.0,1753.0,1787,2001,2002,178.0,2,2001.0,3,178.0,7,1,0.0,0.0,1753.0,0.0,150,198,0,0,RL,0,0,0,4,3,4,0.5,0.5,5,4,3,0,1,1,0,1,0,0,0,1,1,1,0,0,0,876.5,561.0
2625,81400,12,2006,3,4,1040,400.0,2.0,0.0,1040,1950,1950,0.0,2,1950.0,2,0.0,6,0,0.0,0.0,0.0,60.0,0,0,0,0,RL,0,1,0,3,3,0,0.0,0.0,2,3,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0.0,200.0
794,125000,9,2009,5,6,1089,252.0,1.0,1089.0,1089,1954,1954,0.0,1,1954.0,3,0.0,5,1,173.0,0.0,916.0,62.0,0,328,1,0,RL,0,0,0,3,3,4,3.0,0.5,3,3,4,0,0,0,0,1,0,0,0,0,0,0,1,1,0,977.0,189.0
